ticker,provider_symbol,company_name,sector,category,universe_tier,country,listing_exchange,exchange_symbol,reporting_currency,market_region,sec_download_eligible,global_public_download_eligible,source_sets,source_policy
FIVN,FIVN,"Five9, Inc.",Information Technology,contact_center_software,tier2_supply_chain_supplement,,,FIVN,USD,us_listed_or_adr,true,false,tier2_supply_chain_supplement,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
FIX,FIX,Comfort Systems USA,Industrials,Industrials,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
FLNC,FLNC,"Fluence Energy, Inc.",Industrials,energy_storage,tier2_supply_chain_supplement,,,FLNC,USD,us_listed_or_adr,true,false,tier2_supply_chain_supplement,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
FN,FN,Fabrinet,Information Technology,electronics_manufacturing,tier2_supply_chain_supplement,,,FN,USD,us_listed_or_adr,true,false,tier2_supply_chain_supplement,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
FORM,FORM,FORMFACTOR INC,Information Technology,semiconductor_services,tier2_supply_chain_supplement,,,FORM,USD,us_listed_or_adr,true,false,tier2_supply_chain_supplement,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
FOXA,FOXA,Fox Corporation (Class A),Communication Services,Communication Services,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent|current_full238|sector_depth_pack,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
FRT,FRT,Federal Realty Investment Trust,Real Estate,Real Estate,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
FSLR,FSLR,First Solar,Information Technology,Information Technology,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
FTNT,FTNT,Fortinet,Information Technology,Information Technology,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
FTV,FTV,Fortive,Industrials,Industrials,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
GD,GD,General Dynamics,Industrials,Industrials,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
GDDY,GDDY,GoDaddy,Information Technology,Information Technology,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
GE,GE,GE Aerospace,Industrials,Industrials,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent|current_full238|full78_base,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
GEHC,GEHC,GE HealthCare,Health Care,Health Care,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
GEN,GEN,Gen Digital,Information Technology,Information Technology,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
GEV,GEV,GE Vernova,Industrials,Industrials,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
GFS,GFS,GLOBALFOUNDRIES Inc.,Information Technology,semiconductors,tier2_supply_chain_supplement,,,GFS,USD,us_listed_or_adr,true,false,tier2_supply_chain_supplement,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
GILD,GILD,Gilead Sciences,Health Care,Health Care,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent|current_full238|full128_us_addition|sector_depth_pack,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
GIS,GIS,General Mills,Consumer Staples,Consumer Staples,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent|current_full238|sector_depth_pack,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
GL,GL,Globe Life,Financials,Financials,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
GLW,GLW,Corning Inc.,Information Technology,Information Technology,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent|current_full238|sector_depth_pack,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
GM,GM,General Motors,Consumer Discretionary,Consumer Discretionary,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent|current_full238|full128_us_addition|sector_depth_pack,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
GNRC,GNRC,Generac,Industrials,Industrials,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
GOOGL,GOOGL,Alphabet Inc. (Class A),Communication Services,Communication Services,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent|current_full238|full78_base,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
GPC,GPC,Genuine Parts Company,Consumer Discretionary,Consumer Discretionary,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
GPN,GPN,Global Payments,Financials,Financials,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
GRMN,GRMN,Garmin,Consumer Discretionary,Consumer Discretionary,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
GS,GS,Goldman Sachs,Financials,Financials,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent|current_full238|full128_us_addition|sector_depth_pack,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
GSK,GSK,GSK plc,Health Care,pharmaceuticals,tier2_supply_chain_supplement,,,GSK,USD,us_listed_or_adr,true,false,tier2_supply_chain_supplement,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
GTLB,GTLB,Gitlab Inc.,Information Technology,devops_software,tier2_supply_chain_supplement,,,GTLB,USD,us_listed_or_adr,true,false,tier2_supply_chain_supplement,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
GWW,GWW,W. W. Grainger,Industrials,Industrials,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
HAL,HAL,Halliburton,Energy,Energy,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent|current_full238|full128_us_addition|sector_depth_pack,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
HAS,HAS,Hasbro,Consumer Discretionary,Consumer Discretionary,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
HBAN,HBAN,Huntington Bancshares,Financials,Financials,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
HCA,HCA,HCA Healthcare,Health Care,Health Care,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent|current_full238|full128_us_addition|sector_depth_pack,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
HD,HD,Home Depot (The),Consumer Discretionary,Consumer Discretionary,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent|current_full238|full78_base,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
HIG,HIG,Hartford (The),Financials,Financials,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
HII,HII,Huntington Ingalls Industries,Industrials,Industrials,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
HLT,HLT,Hilton Worldwide,Consumer Discretionary,Consumer Discretionary,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
HMC,HMC,HONDA MOTOR CO LTD,Consumer Discretionary,autos,tier2_supply_chain_supplement,,,HMC,USD,us_listed_or_adr,true,false,tier2_supply_chain_supplement,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
HON,HON,Honeywell,Industrials,Industrials,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent|current_full238|full78_base,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
HOOD,HOOD,Robinhood Markets,Financials,Financials,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
HPE,HPE,Hewlett Packard Enterprise,Information Technology,Information Technology,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent|current_full238|full128_us_addition|sector_depth_pack,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
HPQ,HPQ,HP Inc.,Information Technology,Information Technology,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
HRL,HRL,Hormel Foods,Consumer Staples,Consumer Staples,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
HSIC,HSIC,Henry Schein,Health Care,Health Care,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
HST,HST,Host Hotels & Resorts,Real Estate,Real Estate,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
HSY,HSY,Hershey Company (The),Consumer Staples,Consumer Staples,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent|current_full238|sector_depth_pack,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
HUBB,HUBB,Hubbell Incorporated,Industrials,Industrials,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
HUBS,HUBS,HUBSPOT INC,Information Technology,application_software,tier2_supply_chain_supplement,,,HUBS,USD,us_listed_or_adr,true,false,tier2_supply_chain_supplement,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
HUM,HUM,Humana,Health Care,Health Care,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent|current_full238|sector_depth_pack,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
HWM,HWM,Howmet Aerospace,Industrials,Industrials,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
IBKR,IBKR,Interactive Brokers,Financials,Financials,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
IBM,IBM,IBM,Information Technology,Information Technology,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent|current_full238|full128_us_addition|sector_depth_pack,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
ICE,ICE,Intercontinental Exchange,Financials,Financials,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent|current_full238|sector_depth_pack,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
IDXX,IDXX,Idexx Laboratories,Health Care,Health Care,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent|current_full238|sector_depth_pack,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
IEX,IEX,IDEX Corporation,Industrials,Industrials,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
IFF,IFF,International Flavors & Fragrances,Materials,Materials,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent|current_full238|sector_depth_pack,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
INCY,INCY,Incyte,Health Care,Health Care,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
INTC,INTC,Intel,Information Technology,Information Technology,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent|current_full238|full78_base,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
INTU,INTU,Intuit,Information Technology,Information Technology,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent|current_full238|full78_base,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
INVH,INVH,Invitation Homes,Real Estate,Real Estate,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
IOT,IOT,Samsara Inc.,Information Technology,industrial_iot_software,tier2_supply_chain_supplement,,,IOT,USD,us_listed_or_adr,true,false,tier2_supply_chain_supplement,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
IP,IP,International Paper,Materials,Materials,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
IQV,IQV,IQVIA,Health Care,Health Care,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
IR,IR,Ingersoll Rand,Industrials,Industrials,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
IRM,IRM,Iron Mountain,Real Estate,Real Estate,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
ISRG,ISRG,Intuitive Surgical,Health Care,Health Care,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent|current_full238|full78_base,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
IT,IT,Gartner,Information Technology,Information Technology,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
ITW,ITW,Illinois Tool Works,Industrials,Industrials,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent|current_full238|sector_depth_pack,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
IVZ,IVZ,Invesco,Financials,Financials,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
J,J,Jacobs Solutions,Industrials,Industrials,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
JBHT,JBHT,J.B. Hunt,Industrials,Industrials,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
JBL,JBL,Jabil,Information Technology,Information Technology,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
JCI,JCI,Johnson Controls,Industrials,Industrials,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent|current_full238|sector_depth_pack,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
JKHY,JKHY,Jack Henry & Associates,Financials,Financials,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
JKS,JKS,"JinkoSolar Holding Co., Ltd.",Information Technology,solar_modules,tier2_supply_chain_supplement,,,JKS,USD,us_listed_or_adr,true,false,tier2_supply_chain_supplement,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
JNJ,JNJ,Johnson & Johnson,Health Care,Health Care,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent|current_full238|full78_base,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
JPM,JPM,JPMorgan Chase,Financials,Financials,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent|current_full238|full78_base,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
KDP,KDP,Keurig Dr Pepper,Consumer Staples,Consumer Staples,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
KEY,KEY,KeyCorp,Financials,Financials,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
KEYS,KEYS,Keysight Technologies,Information Technology,Information Technology,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
KHC,KHC,Kraft Heinz,Consumer Staples,Consumer Staples,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent|current_full238|sector_depth_pack,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
KIM,KIM,Kimco Realty,Real Estate,Real Estate,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
KKR,KKR,KKR & Co.,Financials,Financials,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
KLAC,KLAC,KLA Corporation,Information Technology,Information Technology,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent|current_full238|full128_us_addition|sector_depth_pack,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
KMB,KMB,Kimberly-Clark,Consumer Staples,Consumer Staples,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent|current_full238|full128_us_addition|sector_depth_pack,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
KMI,KMI,Kinder Morgan,Energy,Energy,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent|current_full238|full128_us_addition|sector_depth_pack,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
KO,KO,Coca-Cola Company (The),Consumer Staples,Consumer Staples,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent|current_full238|full78_base,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
KR,KR,Kroger,Consumer Staples,Consumer Staples,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent|current_full238|full128_us_addition|sector_depth_pack,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
KRYS,KRYS,"Krystal Biotech, Inc.",Health Care,biotechnology,tier2_supply_chain_supplement,,,KRYS,USD,us_listed_or_adr,true,false,tier2_supply_chain_supplement,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
KVUE,KVUE,Kenvue,Consumer Staples,Consumer Staples,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
L,L,Loews Corporation,Financials,Financials,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
LAC,LAC,LITHIUM AMERICAS CORP.,Materials,lithium,tier2_supply_chain_supplement,,,LAC,USD,us_listed_or_adr,true,false,tier2_supply_chain_supplement,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
LCID,LCID,"Lucid Group, Inc.",Consumer Discretionary,electric_vehicles,tier2_supply_chain_supplement,,,LCID,USD,us_listed_or_adr,true,false,tier2_supply_chain_supplement,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
LDOS,LDOS,Leidos,Industrials,Industrials,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
LEN,LEN,Lennar,Consumer Discretionary,Consumer Discretionary,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent|current_full238|sector_depth_pack,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
LEU,LEU,CENTRUS ENERGY CORP,Energy,nuclear_fuel,tier2_supply_chain_supplement,,,LEU,USD,us_listed_or_adr,true,false,tier2_supply_chain_supplement,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
LH,LH,Labcorp,Health Care,Health Care,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
LHX,LHX,L3Harris,Industrials,Industrials,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
LI,LI,Li Auto Inc.,Consumer Discretionary,electric_vehicles,tier2_supply_chain_supplement,,,LI,USD,us_listed_or_adr,true,false,tier2_supply_chain_supplement,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
LII,LII,Lennox International,Industrials,Industrials,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
LIN,LIN,Linde plc,Materials,Materials,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent|current_full238|full78_base,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
LITE,LITE,Lumentum,Information Technology,Information Technology,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
LLY,LLY,Lilly (Eli),Health Care,Health Care,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent|current_full238|full78_base,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
LMT,LMT,Lockheed Martin,Industrials,Industrials,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent|current_full238|sector_depth_pack,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
LNG,LNG,"Cheniere Energy, Inc.",energy,LNG infrastructure,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,current_full238|full128_us_addition|sector_depth_pack,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
LNT,LNT,Alliant Energy,Utilities,Utilities,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
LOW,LOW,Lowe's,Consumer Discretionary,Consumer Discretionary,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent|current_full238|full78_base,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
LRCX,LRCX,Lam Research,Information Technology,Information Technology,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent|current_full238|full128_us_addition|sector_depth_pack,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
LSCC,LSCC,LATTICE SEMICONDUCTOR CORP,Information Technology,semiconductors,tier2_supply_chain_supplement,,,LSCC,USD,us_listed_or_adr,true,false,tier2_supply_chain_supplement,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
LULU,LULU,Lululemon Athletica,Consumer Discretionary,Consumer Discretionary,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent|current_full238|sector_depth_pack,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
LUV,LUV,Southwest Airlines,Industrials,Industrials,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
LVS,LVS,Las Vegas Sands,Consumer Discretionary,Consumer Discretionary,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
LYB,LYB,LyondellBasell,Materials,Materials,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
LYV,LYV,Live Nation Entertainment,Communication Services,Communication Services,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent|current_full238|sector_depth_pack,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
MA,MA,Mastercard,Financials,Financials,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
MAA,MAA,Mid-America Apartment Communities,Real Estate,Real Estate,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
MAR,MAR,Marriott International,Consumer Discretionary,Consumer Discretionary,tier1_sp500_plus_current,,,,USD,us_listed_or_adr,true,false,sp500_constituent|current_full238|full128_us_addition|sector_depth_pack,market_snapshot_context_only; provider_symbol_candidate; do_not_replace_company_filed_financial_facts
